permno,month,ret_excess,mkt_excess,smb,hml,beta,size,bm
10026,2001-08-01,-0.042708191698789595,-0.0646,0.0248,0.023,-0.20193615284034053,-0.36046311597487984,0.9949436965896774
10026,2001-09-01,-0.1713143858194351,-0.0925,-0.0625,0.0146,-0.15482678925970467,-0.3636568645975273,0.9949436965896774
10026,2001-10-01,0.17859996109008788,0.0246,0.07490000000000001,-0.0766,-0.15166357982512438,-0.36006827138963493,0.9949436965896774
10026,2001-11-01,0.07914918558597564,0.0754,-0.004699999999999999,0.0222,-0.1535337909508961,-0.3605718656515301,0.9949436965896774
10026,2001-12-01,0.02023006534576416,0.016,0.0473,0.0085,-0.1175530191454626,-0.36170928895643784,0.9949436965896774
10026,2002-01-01,0.2251848219394684,-0.0144,0.011899999999999999,0.0344,-0.1034989236921049,-0.361112511636946,0.9949436965896774
10026,2002-02-01,0.232777975153923,-0.0229,-0.01,0.0216,-0.16558306860103303,-0.35909966657889064,0.9949436965896774
10026,2002-03-01,0.008697372515499593,0.0424,0.0421,0.010700000000000001,-0.22434102339417056,-0.35602700549271143,0.9949436965896774
10026,2002-04-01,0.028997575178742407,-0.052000000000000005,0.0596,0.0388,-0.29158650327509766,-0.35877642400479104,0.9949436965896774
10026,2002-05-01,-0.06162844463586807,-0.0138,-0.0321,0.015300000000000001,-0.3085588561981973,-0.35816506303042794,0.9949436965896774
10026,2002-06-01,0.2406888973236084,-0.0721,0.042800000000000005,-3e-4,-0.46595412181349327,-0.3597423492361435,0.9949436965896774
10026,2002-07-01,-0.1129323511719704,-0.0818,-0.0526,-0.0387,-0.39563489790825357,-0.3547667351222279,-0.31843190635959284
10026,2002-08-01,-0.04770794003605843,0.005,-0.0287,0.0331,-0.40051129147420045,-0.3542551807875857,-0.31843190635959284
10026,2002-09-01,-0.03420840069055557,-0.1035,0.024300000000000002,0.0144,-0.3585268774543257,-0.35457919532027277,-0.31843190635959284
10026,2002-10-01,0.0026705977007746694,0.0784,-0.0341,-0.0395,-0.381790759760957,-0.35329661606200885,-0.31843190635959284
10026,2002-11-01,-0.1012000238418579,0.0596,0.0323,-0.0127,-0.4332620994658745,-0.35513299341113974,-0.31843190635959284
10026,2002-12-01,0.07127236946821212,-0.0576,0.0011,0.0213,-0.4556492998987507,-0.3582495244441604,-0.31843190635959284
10026,2003-01-01,-0.25807080960273743,-0.025699999999999997,0.013000000000000001,-0.0073,-0.4297100335535661,-0.35555273368379986,-0.31843190635959284
10026,2003-02-01,0.08956360850334168,-0.018799999999999997,-0.0046,-0.0138,-0.4589993253389345,-0.3571600460463926,-0.31843190635959284
10026,2003-03-01,0.047046987503767006,0.0109,0.0104,-0.019299999999999998,-0.4972984600727416,-0.35681032148480585,-0.31843190635959284
10026,2003-04-01,0.04616359823942184,0.08220000000000001,0.0067,0.011699999999999999,-0.5409276325411015,-0.3569433181411766,-0.31843190635959284
10026,2003-05-01,-0.009403951132297516,0.0605,0.0471,0.0053,-0.5754610372311139,-0.3582634380746803,-0.31843190635959284
10026,2003-06-01,-0.003541293622925878,0.014199999999999999,0.0174,0.0019,-0.59058858692175,-0.3587029340452484,-0.31843190635959284
10026,2003-07-01,0.0782809376001358,0.0235,0.051100000000000007,-0.011899999999999999,-0.5974079707946388,-0.35801227742117786,0.5125774334947258
10026,2003-08-01,0.035899699407815934,0.023399999999999997,0.0262,0.0154,-0.6041398936692214,-0.3602287945372013,0.5125774334947258
10026,2003-09-01,0.017992707473039632,-0.0124,0.008,0.001,-0.6326596369969479,-0.36026191994609336,0.5125774334947258
10026,2003-10-01,-0.003215376079827547,0.0608,0.0263,0.0192,-0.7096850419484468,-0.3593054250854074,0.5125774334947258
10026,2003-11-01,0.007985945533216,0.013500000000000002,0.02,0.0181,-0.6978283087916848,-0.35963519163465596,0.5125774334947258
10026,2003-12-01,0.04808884350657463,0.0429,-0.0271,0.016,-0.6998281853811031,-0.3596173017987097,0.5125774334947258
10026,2004-01-01,0.1142364486336708,0.0215,0.0254,0.0246,-0.7104122373037575,-0.35880427470754406,0.5125774334947258
10026,2004-02-01,0.12196532162427899,0.013999999999999999,-0.0152,0.0087,-0.7222339128359687,-0.3579046759924122,0.5125774334947258
10026,2004-03-01,-0.04491180893182755,-0.0132,0.0175,0.0023,-0.7244195714289946,-0.3562068931737306,0.5125774334947258
10026,2004-04-01,-0.1661386652469635,-0.0183,-0.0174,-0.0302,-0.7260885388824748,-0.35649123477089406,0.5125774334947258
10026,2004-05-01,0.047663054341077794,0.011699999999999999,-0.0025,-0.0023,-0.7509316282522244,-0.35861449256903055,0.5125774334947258
10026,2004-06-01,0.03208649395108223,0.018600000000000002,0.022799999999999997,0.0123,-0.785352623512799,-0.35741744636717676,0.5125774334947258
10026,2004-07-01,-0.1014164144396782,-0.0406,-0.038,0.0322,-0.7616248236130974,-0.3576759416313832,0.531624843260792
10026,2004-08-01,0.169060636305809,8e-4,-0.0149,0.01,-0.7656364635613274,-0.35816666815574066,0.531624843260792
10026,2004-09-01,-0.0034266281932592395,0.016,0.0302,-2e-4,-0.7759050950593213,-0.35488996659737415,0.531624843260792
10026,2004-10-01,0.030383173370361328,0.0143,0.0015,-0.0025,-0.7607363070878262,-0.35553960149028696,0.531624843260792
10026,2004-11-01,0.06361420011520386,0.0454,0.0373,0.014499999999999999,-0.7681907256361357,-0.35648202216556973,0.531624843260792
10026,2004-12-01,0.04180900480747223,0.034300000000000004,-3e-4,-0.0021,-0.8042775580425954,-0.35667594686251125,0.531624843260792
10026,2005-01-01,-0.01750860262513161,-0.0276,-0.0172,0.0207,-0.7968436504206692,-0.35574453043154775,0.531624843260792
10026,2005-02-01,-0.02315442349612713,0.0189,-0.005699999999999999,0.0154,-0.8057286652357566,-0.35457675186273757,0.531624843260792
10026,2005-03-01,-0.007501339847594499,-0.0197,-0.013999999999999999,0.020499999999999997,-0.7963125273919494,-0.3548779453637686,0.531624843260792
10026,2005-04-01,0.043170100235939035,-0.026099999999999998,-0.0393,5e-4,-0.8824916577343067,-0.35433349956826854,0.531624843260792
10026,2005-05-01,0.00597589055299759,0.0365,0.0288,-0.0059,-0.8988457005054781,-0.35298430498396677,0.531624843260792
10026,2005-06-01,0.06080773640871048,0.005699999999999999,0.0259,0.0281,-0.9897782575540538,-0.35375378701950705,0.531624843260792
10026,2005-07-01,0.1215732950925827,0.0392,0.028999999999999998,-0.0078000000000000005,-1.0010098778980538,-0.3534324943720905,0.20538603766214067
10026,2005-08-01,0.01603465203940868,-0.012199999999999999,-0.0098,0.0134,-1.0187504417413544,-0.3515744871286405,0.20538603766214067
10026,2005-09-01,-0.03683929079174995,0.0049,-0.0067,0.0069,-1.0337097916944955,-0.35126400479236447,0.20538603766214067
10026,2005-10-01,-0.02674843270778656,-0.0202,-0.0123,0.0040999999999999995,-1.027486529535756,-0.3511857648353759,0.20538603766214067
10026,2005-11-01,0.07365947248935699,0.0361,0.009899999999999999,-0.012,-0.9261132698498316,-0.3523059894663655,0.20538603766214067
10026,2005-12-01,-0.02262709647119045,-0.0025,-0.0040999999999999995,0.0022,-0.9269835610918695,-0.35286218567346833,0.20538603766214067
10026,2006-01-01,0.01585703679919243,0.0304,0.0542,0.0109,-0.846877361842388,-0.3534610806326241,0.20538603766214067
10026,2006-02-01,0.1178021112442017,-0.003,-0.004,-0.0037,-0.7632366039060369,-0.35562300769790905,0.20538603766214067
10026,2006-03-01,-0.012094715376198292,0.0146,0.0345,0.0055000000000000005,-0.7794816966954943,-0.3536741030278006,0.20538603766214067
10026,2006-04-01,0.01604870095252991,0.0073,-0.0143,0.023399999999999997,-0.9749371618289112,-0.3544578612094668,0.20538603766214067
10026,2006-05-01,-0.059774497377872465,-0.035699999999999996,-0.0298,0.0239,-0.9576025501978419,-0.3556302737054113,0.20538603766214067
10026,2006-06-01,0.020575000628829,-0.0034999999999999996,-0.0038,0.008,-1.0187866694050627,-0.35590311270378366,0.20538603766214067
10026,2006-07-01,-0.0941118740439415,-0.0078000000000000005,-0.039900000000000005,0.0262,-0.9691651323607967,-0.35441881891475535,0.15951108558074498
10026,2006-08-01,0.0483091364979744,0.0203,0.0101,-0.0204,-0.9354864979839717,-0.3530947497777037,0.15951108558074498
10026,2006-09-01,-0.01972992483377457,0.0184,-0.0134,6e-4,-1.1729178456305693,-0.35130264913654435,0.15951108558074498
10026,2006-10-01,0.07017650690078736,0.0323,0.0172,-0.0026,-1.1399557971333238,-0.35167460698810754,0.15951108558074498
10026,2006-11-01,0.1415647085189819,0.0171,0.0072,0.0011,-1.126956765162873,-0.3510570735084495,0.15951108558074498
10026,2006-12-01,0.07972525870800018,0.0087,-0.0113,0.0271,-1.1140181536444702,-0.3494368608147567,0.15951108558074498
10026,2007-01-01,-0.007298616949096322,0.013999999999999999,0.0014000000000000002,-0.006999999999999999,-1.0971682296459684,-0.3469536722976377,0.15951108558074498
10026,2007-02-01,-0.04231744532585144,-0.0196,0.0118,-0.0012,-0.9965307636815844,-0.3457454507185226,0.15951108558074498
10026,2007-03-01,-0.007197378522902727,0.0068000000000000005,0.0015,-0.009399999999999999,-0.9210272430817398,-0.3461104627190896,0.15951108558074498
10026,2007-04-01,-0.0175679018959403,0.0349,-0.0217,-0.0143,-0.8117141082128652,-0.34664840786315276,0.15951108558074498
10026,2007-05-01,0.00513789106309414,0.032400000000000005,0.0023,-0.0062,-0.8356415507954914,-0.34791875762021207,0.15951108558074498
10026,2007-06-01,-0.04226595842838286,-0.0196,0.0076,-0.010700000000000001,-0.5964133809407505,-0.34830668161191436,0.15951108558074498
10026,2007-07-01,-0.09117542886734009,-0.0373,-0.026099999999999998,-0.0373,-0.6570425069113286,-0.3493628403576241,-0.12082357999916055
10026,2007-08-01,0.0857854376912117,0.0092,-0.0014000000000000002,-0.0189,-0.6574705529980562,-0.3506588443698807,-0.12082357999916055
10026,2007-09-01,-0.0736394057393074,0.0322,-0.0222,-0.0223,-0.7875071915229476,-0.3492981803634247,-0.12082357999916055
10026,2007-10-01,0.01977527901828289,0.018000000000000002,0.0012,-0.0311,-0.7390746078229677,-0.3508804178278772,-0.12082357999916055
10026,2007-11-01,-0.0943600779414177,-0.0483,-0.029300000000000003,-0.009399999999999999,-0.40878085412892107,-0.350792647497339,-0.12082357999916055
10026,2007-12-01,-0.03381489675939083,-0.0087,0.0016,-0.0052,0.1421781716058395,-0.35230222647699594,-0.12082357999916055
10026,2008-01-01,-0.20254757425785058,-0.0636,-0.0098,0.0401,0.3400332474170886,-0.35218583430621075,-0.12082357999916055
10026,2008-02-01,-0.01569426653087139,-0.030899999999999997,-0.0040999999999999995,-0.0084,0.2955334392272919,-0.355000533599316,-0.12082357999916055
10026,2008-03-01,0.11645414577722549,-0.009300000000000001,0.0077,0.0034999999999999996,0.21317357064560408,-0.3549525442085989,-0.12082357999916055
10026,2008-04-01,0.040791921985149374,0.046,-0.0172,-0.0109,0.786518788360349,-0.3542856664337033,-0.12082357999916055
10026,2008-05-01,0.01251563775986433,0.018600000000000002,0.029500000000000002,-0.015300000000000001,1.0126831053172887,-0.3533793547601849,-0.12082357999916055
10026,2008-06-01,-0.05497020585536957,-0.08439999999999999,0.0124,-0.027000000000000003,0.643850423231673,-0.3536303186218522,-0.12082357999916055
10026,2008-07-01,0.1539177403450012,-0.0077,0.0256,0.0527,0.6952016337696565,-0.3533914780101644,0.3023496395161236
10026,2008-08-01,0.062482714307308194,0.015300000000000001,0.035,0.0148,0.7394532683179312,-0.3532591446938687,0.3023496395161236
10026,2008-09-01,0.007775786578655243,-0.0924,-0.0124,0.059000000000000004,0.405254902013124,-0.35221806347460793,0.3023496395161236
10026,2008-10-01,-0.07599903779029846,-0.1723,-0.0252,-0.0222,0.30527233437392254,-0.35070080248925023,0.3023496395161236
10026,2008-11-01,-0.05195819078683853,-0.0786,-0.0287,-0.063,0.21522087759527117,-0.3503504513923572,0.3023496395161236
10026,2008-12-01,0.2097344100475311,0.0174,0.0349,7.000000000000001e-4,0.265528409069037,-0.3494176673874961,0.3023496395161236
10026,2009-01-01,-0.02703459374606609,-0.0812,0.0018,-0.11109999999999999,0.1928952361243714,-0.34700136034443335,0.3023496395161236
10026,2009-02-01,-0.09577459672689438,-0.10099999999999999,0.0013,-0.0691,0.08740754161720785,-0.34534929529357894,0.3023496395161236
10026,2009-03-01,0.1017163429737091,0.0895,0,0.0334,0.049465298244532906,-0.34524166931878314,0.3023496395161236
10026,2009-04-01,0.11722487380504609,0.1018,0.0528,0.0526,-0.0885439567807533,-0.34562928373569923,0.3023496395161236
10026,2009-05-01,-0.03199169039726257,0.0521,-0.0252,0.0037,-0.28377969747332904,-0.3466794599793167,0.3023496395161236
10026,2009-06-01,-0.04067832807302475,0.0043,0.026600000000000002,-0.027200000000000002,-0.2787590902059181,-0.34730283998366446,0.3023496395161236
10026,2009-07-01,0.2071422951459885,0.07719999999999999,0.0187,0.0484,-0.005437838795410502,-0.3489557657400897,-0.1898368721093707
10026,2009-08-01,0.008206428790092469,0.0333,-0.0108,0.07629999999999999,-0.0034063889630563567,-0.3469466887184393,-0.1898368721093707
10026,2009-09-01,-0.009539407847821712,0.0408,0.024300000000000002,0.0104,-0.006107025794358244,-0.3466089259110494,-0.1898368721093707
10026,2009-10-01,-0.09307711571455002,-0.0259,-0.0434,-0.042,0.06209868751934276,-0.3468288046149019,-0.1898368721093707
10026,2009-11-01,-0.07837630063295364,0.0556,-0.0239,-0.0033,-0.08919527222946609,-0.3484100568254669,-0.1898368721093707
10026,2009-12-01,0.1098030673503876,0.0275,0.0604,-0.0017000000000000001,-0.035565008388878085,-0.3500592958735587,-0.1898368721093707
10026,2010-01-01,0.04629635438323021,-0.0336,0.004,0.0043,-0.037127457813536706,-0.3495451459572373,-0.1898368721093707
10026,2010-02-01,0.02152589522302151,0.034,0.011899999999999999,0.0322,-0.03759974038972244,-0.3494431989230402,-0.1898368721093707
10026,2010-03-01,0.02021145244836807,0.06309999999999999,0.0148,0.022099999999999998,-0.1428002441298146,-0.3501466566450573,-0.1898368721093707
10026,2010-04-01,0.07167361100912094,0.02,0.0487,0.028900000000000002,-0.03438074235158096,-0.35049201927803514,-0.1898368721093707
10026,2010-05-01,-0.046461878514289866,-0.0789,9e-4,-0.024399999999999998,0.06639751957554034,-0.3495252468479457,-0.1898368721093707
10026,2010-06-01,-0.05012254992723465,-0.0557,-0.0181,-0.047,0.07472643451936159,-0.3492273866272682,-0.1898368721093707
10026,2010-07-01,-0.009363643994927406,0.0693,0.0024,-0.003,-0.008569098959253285,-0.34864151254437803,-0.3512663384998758
10026,2010-08-01,-0.09504124352931977,-0.04769999999999999,-0.029500000000000002,-0.0196,0.013550241734166715,-0.34981205159641526,-0.3512663384998758
10026,2010-09-01,0.11347616633176799,0.09539999999999998,0.039599999999999996,-0.0317,0.03266369293934299,-0.3491826808260833,-0.3512663384998758
10026,2010-10-01,0.02231828292608261,0.0388,0.0121,-0.024900000000000002,-0.009586690630149162,-0.34960755734050175,-0.3512663384998758
10026,2010-11-01,0.06707987358570099,0.006,0.0377,-0.0088,-0.03672416912397974,-0.35003902290842165,-0.3512663384998758
10026,2010-12-01,0.05689457228183746,0.0682,0.0067,0.0378,-0.10592620755306233,-0.3484955605764885,-0.3512663384998758
10026,2011-01-01,-0.1197102872490883,0.0199,-0.024399999999999998,0.0077,-0.13074646641216364,-0.349277987933311,-0.3512663384998758
10026,2011-02-01,0.035219048911333074,0.0349,0.0147,0.0124,-0.10525738357709934,-0.35099582101600046,-0.3512663384998758
10026,2011-03-01,0.0730748566031456,0.0046,0.0256,-0.018799999999999997,-0.09823276984490405,-0.3508789816587126,-0.3512663384998758
10026,2011-04-01,0.07966858148574829,0.028999999999999998,-0.0032,-0.0248,-0.07690545755385021,-0.3508764041930886,-0.3512663384998758
10026,2011-05-01,0.01377411931753159,-0.0127,-0.006500000000000001,-0.02,-0.08972323242659472,-0.3501032649465687,-0.3512663384998758
10026,2011-06-01,-0.03013396635651588,-0.0175,-0.0014000000000000002,-0.0038,-0.0887840718458759,-0.34963261733951395,-0.3512663384998758
10026,2011-07-01,0.03691073507070541,-0.0235,-0.0129,-0.0091,-0.13914295226341622,-0.349444420603767,-0.34276545850758955
10026,2011-08-01,-0.02099375257492065,-0.0599,-0.030699999999999998,-0.024,-0.17325574186961587,-0.34760010221067833,-0.34276545850758955
10026,2011-09-01,-0.04826124012470245,-0.0759,-0.0333,-0.0175,-0.14916935142446458,-0.34684979642602304,-0.34276545850758955
10026,2011-10-01,0.07284079492092133,0.11349999999999999,0.033,0.0012,-0.19891940509344316,-0.3466865411284643,-0.34276545850758955
10026,2011-11-01,0.006401587277650833,-0.0028000000000000004,-0.0017000000000000001,-0.0046,-0.22466334233380447,-0.347570326925985,-0.34276545850758955
10026,2011-12-01,0.02949108928442001,0.0074,-0.006,0.0161,-0.2341115841147607,-0.34727659890372325,-0.34276545850758955
10026,2012-01-01,-0.04222973063588142,0.050499999999999996,0.0206,-0.009399999999999999,-0.3127180496684385,-0.3457085579310489,-0.34276545850758955
10026,2012-02-01,-0.01685284450650215,0.044199999999999996,-0.018600000000000002,0.0043,-0.3515499754199594,-0.3484231372418454,-0.34276545850758955
10026,2012-03-01,0.04823601618409157,0.0311,-0.0066,0.011200000000000002,-0.3666576269544418,-0.34835153164903115,-0.34276545850758955
10026,2012-04-01,0.06862375885248184,-0.0085,-0.0040999999999999995,-0.0077,-0.36905894718351623,-0.34793266231237113,-0.34276545850758955
10026,2012-05-01,-0.01775967905521393,-0.061900000000000004,9e-4,-0.0106,-0.3359478145323815,-0.3461797540166093,-0.34276545850758955
10026,2012-06-01,0.0755401998758316,0.038900000000000004,0.0064,0.0059,-0.33729023760905646,-0.34519184832511773,-0.34276545850758955
10026,2012-07-01,-0.02216577902436256,0.0079,-0.027200000000000002,-0.0012,-0.3731446611459921,-0.3448529841194373,-0.47429547922440163
10026,2012-08-01,-0.01203982362747192,0.0255,0.0048,0.013000000000000001,-0.40374805482592163,-0.3453002164381001,-0.47429547922440163
10026,2012-09-01,0.00620478747189045,0.0273,0.0054,0.0158,-0.37134205515918606,-0.34586744170007494,-0.47429547922440163
10026,2012-10-01,-0.0011465964442119,-0.0176,-0.011699999999999999,0.0356,-0.378311279531773,-0.3458165788125637,-0.47429547922440163
10026,2012-11-01,0.09820628335475921,0.0078000000000000005,0.0060999999999999995,-0.0083,-0.43045631032110104,-0.345646063019024,-0.47429547922440163
10026,2012-12-01,0.01807324385046959,0.0118,0.0152,0.0353,-0.4436365013853297,-0.3435696922010708,-0.47429547922440163
10026,2013-01-01,0.06679236143827438,0.0557,0.0031,0.0095,-0.612081328369247,-0.3439125208415856,-0.47429547922440163
10026,2013-02-01,0.01570065505802631,0.0129,-0.0033,0.001,-0.5826739985634966,-0.34383283698868566,-0.47429547922440163
10026,2013-03-01,0.1131175681948662,0.0403,0.0083,-0.0023,-0.5448520634845511,-0.342917455904147,-0.47429547922440163
10026,2013-04-01,-0.02432049438357353,0.0155,-0.0236,0.005,-0.56188823320411,-0.3402662011517341,-0.47429547922440163
10026,2013-05-01,0.01173027046024799,0.027999999999999997,0.0172,0.026699999999999998,-0.567482234427754,-0.3410346244989075,-0.47429547922440163
10026,2013-06-01,0.02714099362492561,-0.012,0.0132,5e-4,-0.5538845865411829,-0.3416607965931826,-0.47429547922440163
10026,2013-07-01,0.02416448853909969,0.0565,0.0187,0.005699999999999999,-0.563793392421209,-0.33983720347956925,-0.6542675961445773
10026,2013-08-01,-0.03463857993483543,-0.0271,0.0026,-0.0268,-0.5641258255584897,-0.3406948454877658,-0.6542675961445773
10026,2013-09-01,0.05148210003972054,0.0377,0.028999999999999998,-0.0123,-0.5079317254769355,-0.3407941138022261,-0.6542675961445773
10026,2013-10-01,0.06008422374725342,0.0418,-0.015600000000000001,0.0126,-0.5430922434777459,-0.3406308993316258,-0.6542675961445773
10026,2013-11-01,0.004090200643986464,0.0313,0.0129,0.0028000000000000004,-0.4624266868317487,-0.3393774887361879,-0.6542675961445773
10026,2013-12-01,0.03479979187250137,0.0281,-0.0046,-1e-4,-0.46298046076257576,-0.3407194253330707,-0.6542675961445773
10026,2014-01-01,-0.005531074479222298,-0.0332,0.0092,-0.0202,-0.43934650598537406,-0.34134017521403237,-0.6542675961445773
10026,2014-02-01,0.05425651371479034,0.04650000000000001,0.0037,-0.0031,-0.40111860652330183,-0.3408830481497239,-0.6542675961445773
10026,2014-03-01,0.03671408444643021,0.0043,-0.0187,0.0492,-0.40338348898757453,-0.34048653795821693,-0.6542675961445773
10026,2014-04-01,-0.02469524554908276,-0.0019,-0.042,0.011399999999999999,-0.47160146305093054,-0.34000920192094436,-0.6542675961445773
10026,2014-05-01,7.478600018657744e-4,0.0206,-0.0189,-0.0013,-0.3568077159090407,-0.3408406649848326,-0.6542675961445773
10026,2014-06-01,0.008220396935939789,0.026099999999999998,0.030899999999999997,-0.0069,-0.39260257756070865,-0.341447455417419,-0.6542675961445773
10026,2014-07-01,-0.04281774535775185,-0.0204,-0.042800000000000005,2e-4,-0.5891324618400796,-0.3415006758020108,-0.41945233001509447
10026,2014-08-01,0.05128208547830582,0.0424,0.0038,-0.0043,-0.5717521363463108,-0.34159455774963837,-0.41945233001509447
10026,2014-09-01,-0.008763610385358334,-0.0197,-0.037200000000000004,-0.013500000000000002,-0.5528372161843592,-0.3408629685475492,-0.41945233001509447
10026,2014-10-01,0.1012184843420982,0.0252,0.042199999999999994,-0.0183,-0.584316459657606,-0.3396828462224731,-0.41945233001509447
10026,2014-11-01,0.0196059811860323,0.0255,-0.020499999999999997,-0.030899999999999997,-0.5147985120607287,-0.33889566289086215,-0.41945233001509447
10026,2014-12-01,0.03883858770132065,-6e-4,0.024900000000000002,0.0227,-0.5393825653697292,-0.3397149009733438,-0.41945233001509447
10026,2015-01-01,-0.0979129746556282,-0.0311,-0.0054,-0.0361,-0.44645860096052387,-0.33966022511753496,-0.41945233001509447
10026,2015-02-01,0.03128821402788162,0.0613,0.006,-0.018600000000000002,-0.47818450991383427,-0.34065405423364054,-0.41945233001509447
10026,2015-03-01,0.05800962820649147,-0.011200000000000002,0.030699999999999998,-0.0040999999999999995,-0.4436591749714937,-0.3415262575953915,-0.41945233001509447
10026,2015-04-01,-0.02221176400780678,0.0059,-0.0304,0.0183,-0.45861809004262244,-0.34048915906947674,-0.41945233001509447
10026,2015-05-01,0.03325986117124557,0.013600000000000001,0.0092,-0.011200000000000002,-0.4714789335780538,-0.3413819805752356,-0.41945233001509447
10026,2015-06-01,0.02996284887194633,-0.015300000000000001,0.028999999999999998,-0.0078000000000000005,-0.5641082388219025,-0.34083578952749094,-0.41945233001509447
10026,2015-07-01,0.06948588043451309,0.0154,-0.042,-0.0407,-0.5490474325570062,-0.33878669756529817,-0.54511026195213
10026,2015-08-01,-0.03717473521828651,-0.0604,0.0036,0.027999999999999997,-0.6415993041997612,-0.33610761174499804,-0.54511026195213
10026,2015-09-01,5.265407962724566e-4,-0.030699999999999998,-0.0263,0.0058,-0.8144554252126682,-0.3353886415825421,-0.54511026195213
10026,2015-10-01,0.08032726496458054,0.0775,-0.0187,-0.0045000000000000005,-0.7294079044995028,-0.3340018633256058,-0.54511026195213
10026,2015-11-01,-0.04975975677371025,0.005600000000000001,0.036000000000000004,-0.0038,-0.7156632528684458,-0.33323671215881095,-0.54511026195213
10026,2015-12-01,0.003156752155721188,-0.0217,-0.0281,-0.0259,-0.700488906023157,-0.33519143160619796,-0.54511026195213
10026,2016-01-01,-0.07458354363441468,-0.057699999999999994,-0.0339,0.0207,-0.5769400669929694,-0.33242608497362824,-0.54511026195213
10026,2016-02-01,0.025823313403129582,-8e-4,0.008100000000000001,-0.005699999999999999,-0.5933939268806676,-0.33442116907378505,-0.54511026195213
10026,2016-03-01,-0.01933532055914402,0.0696,0.0075,0.011000000000000001,-0.6889370877441202,-0.3345677018204706,-0.54511026195213
10026,2016-04-01,-0.0661325214266777,0.0092,0.0067,0.0321,-0.7270799155670526,-0.3376841000027837,-0.54511026195213
10026,2016-05-01,0.043111735785007474,0.0178,-0.0019,-0.0165,-0.7183037679054933,-0.3391693796978498,-0.54511026195213
10026,2016-06-01,0.1340179775238037,-5e-4,0.0059,-0.014499999999999999,-0.7679886069968339,-0.3381369623404166,-0.54511026195213
10026,2016-07-01,0.019419384780526162,0.0395,0.025099999999999997,-0.0129,-0.7065803493320948,-0.3342688977774801,-0.7630434798936041
10026,2016-08-01,0.003006968074664474,0.005,0.011699999999999999,0.0311,-0.6788495740752579,-0.33460704090089266,-0.7630434798936041
10026,2016-09-01,-0.02060981315076351,0.0025,0.0213,-0.0121,-0.7399571618063173,-0.33463248441869303,-0.7630434798936041
10026,2016-10-01,0.02523652430176735,-0.0202,-0.0441,0.0412,-0.7558713553703831,-0.33449743244271596,-0.7630434798936041
10026,2016-11-01,-0.005994402042031288,0.048600000000000004,0.0567,0.0821,-0.8442614481973866,-0.3331851830118379,-0.7630434798936041
10026,2016-12-01,0.1019810861468315,0.0181,9e-4,0.036000000000000004,-0.8321495207732842,-0.33616726922984697,-0.7630434798936041
10026,2017-01-01,-0.04431811043024063,0.0194,-0.0113,-0.0274,-0.717441405952024,-0.33246335690363427,-0.7630434798936041
